"","mRNA","logFC","FDR","Delta","Tumor","Normal","start","end","diff_exp","gene"
"ENSG00000223750","ENSG00000223750",3.11142497212941,0.000338430483594516,3.55591425386218,1.14285714285714,8,1665283,1708200,"UP","ENSG00000223750"
"ENSG00000248713","ENSG00000248713",2.82936038512829,0.00158195664682943,3.50301761968265,1.23809523809524,8,99636529,99654648,"UP","C4orf54"
"ENSG00000233953","ENSG00000233953",3.16744715146859,0.000265023581589362,3.46910878494178,1.0952380952381,8.25,60495686,60499964,"UP","ENSG00000233953"
"ENSG00000224187","ENSG00000224187",3.61725084510982,1.48339648195257e-05,3.44500080486649,0.952380952380952,9.75,187958775,187976407,"UP","ENSG00000224187"
"ENSG00000225460","ENSG00000225460",2.73462562180617,0.0025484500625347,3.38572696033144,1.23809523809524,7,89472237,89472692,"UP","LOC124902324"
"ENSG00000235728","ENSG00000235728",2.57644585826699,0.00495024613581155,3.31257324634327,1.28571428571429,9.75,36781008,36782789,"UP","ENSG00000235728"
"ENSG00000262151","ENSG00000262151",3.02099077318936,0.000697233405156766,3.30870418015978,1.0952380952381,7.25,10864914,10888752,"UP","ENSG00000262151"
"ENSG00000285534","ENSG00000285534",2.7643238244322,0.0019851176147658,3.29086169575262,1.19047619047619,8.5,109478739,109731700,"UP","ENSG00000285534"
"ENSG00000286277","ENSG00000286277",2.59021618307955,0.00542120632935779,3.20693432190802,1.23809523809524,6,14431683,14502701,"UP","ENSG00000286277"
"ENSG00000279846","ENSG00000279846",3.32353927630095,0.000114167018973681,3.165275501239,0.952380952380952,8.75,99497812,99498375,"UP","ENSG00000279846"
"ENSG00000249993","ENSG00000249993",2.55107022899618,0.00659958363858633,3.1584679025667,1.23809523809524,6.5,133429269,133455776,"UP","BFSP2-AS1"
"ENSG00000234572","ENSG00000234572",4.13105780457203,2.50599639961523e-07,3.14747261300726,0.761904761904762,11.75,64846130,64863626,"UP","LINC01800"
"ENSG00000242324","ENSG00000242324",3.11410148794435,0.000367686204453013,3.11410148794435,1,7.75,1516759,1557653,"UP","ENSG00000242324"
"ENSG00000203416","ENSG00000203416",2.79500345484545,0.00255665258917765,3.06119426006883,1.0952380952381,6.25,17213516,17214155,"UP","ENSG00000203416"
"ENSG00000253519","ENSG00000253519",2.66830606873761,0.00328792740975249,3.04949264998584,1.14285714285714,6.5,157565964,157569098,"UP","ENSG00000253519"
"ENSG00000256937","ENSG00000256937",4.81937599264233,2.14659530317426e-10,2.98342323354049,0.619047619047619,15.25,9127783,9128645,"UP","ENSG00000256937"
"ENSG00000260803","ENSG00000260803",2.97478921514511,0.00118789209501113,2.97478921514511,1,7.25,17514,35195,"UP","ENSG00000260803"
"ENSG00000247699","ENSG00000247699",5.64707586503514,6.5766896590245e-14,2.95799211978031,0.523809523809524,23.75,160195744,160204826,"UP","ENSG00000247699"
"ENSG00000267521","ENSG00000267521",3.64571728011676,1.33277760854114e-05,2.9512949410469,0.80952380952381,8.25,76957023,76958222,"UP","ENSG00000267521"
"ENSG00000287673","ENSG00000287673",3.24442613674093,0.000140941282448886,2.93543317133703,0.904761904761905,8.75,47263935,47282939,"UP","ENSG00000287673"
"ENSG00000258546","ENSG00000258546",2.4596938299007,0.00955906425932964,2.92820694035797,1.19047619047619,5.75,25092715,25093900,"UP","CENPUP2"
"ENSG00000211701","ENSG00000211701",2.92140911292067,0.00102956687435005,2.92140911292067,1,6.25,38367586,38368169,"UP","TRGV1"
"ENSG00000233614","ENSG00000233614",2.77049827611897,0.00328792740975249,2.90242676545797,1.04761904761905,6.5,11555,14090,"UP","ENSG00000233614"
"ENSG00000120937","ENSG00000120937",2.87473521921589,0.00151695442485109,2.87473521921589,1,7.75,11857464,11858945,"UP","NPPB"
"ENSG00000221962","ENSG00000221962",2.61894016167351,0.00555506197887641,2.86836303421385,1.0952380952381,5.75,152339695,152340990,"UP","ENSG00000221962"
"ENSG00000164821","ENSG00000164821",4.25338703179768,1.63416575186254e-07,2.83559135453178,0.666666666666667,11,6935820,6938306,"UP","DEFA4"
"ENSG00000276778","ENSG00000276778",2.58166674223726,0.00586672597654947,2.82753976530748,1.0952380952381,5.5,158320683,158409773,"UP","LINC02227"
"ENSG00000228971","ENSG00000228971",2.57345450494247,0.00599239096011447,2.81854541017508,1.0952380952381,6.5,95510059,95782342,"UP","LINC02607"
"ENSG00000134595","ENSG00000134595",2.79678234505106,0.00255699045593972,2.79678234505106,1,8,140502985,140505069,"UP","SOX3"
"ENSG00000228674","ENSG00000228674",4.18375118225998,1.39613841496438e-07,2.78916745483999,0.666666666666667,17.5,50927079,50927571,"UP","ENSG00000228674"
"ENSG00000185313","ENSG00000185313",2.53524115148524,0.0085044835676984,2.77669268972193,1.0952380952381,5.5,38696802,38816286,"UP","SCN10A"
"ENSG00000233850","ENSG00000233850",2.60911999297023,0.00755201030487761,2.73336380215929,1.04761904761905,5.5,95025193,95026709,"UP","ENSG00000233850"
"ENSG00000238063","ENSG00000238063",5.16408661529345,2.17084516621778e-11,2.704997750868,0.523809523809524,18,38474825,38516520,"UP","ENSG00000238063"
"ENSG00000258912","ENSG00000258912",2.70409139940088,0.00441669190546574,2.70409139940088,1,5.75,86006893,86062981,"UP","LINC02316"
"ENSG00000286341","ENSG00000286341",2.92842937397964,0.00192429024660777,2.64953133836253,0.904761904761905,6.25,122679801,122681942,"UP","ENSG00000286341"
"ENSG00000267593","ENSG00000267593",2.51424786244467,0.00928417406468003,2.63397395113251,1.04761904761905,4.5,58808468,58834364,"UP","LINC01926"
"ENSG00000259094","ENSG00000259094",4.21262945073094,2.3370155143614e-07,2.60781823140487,0.619047619047619,14.25,118949306,118952983,"UP","ENSG00000259094"
"ENSG00000236911","ENSG00000236911",4.96600600538423,1.17599162611826e-10,2.60124124091555,0.523809523809524,15,207551925,207606555,"UP","ENSG00000236911"
"ENSG00000287958","ENSG00000287958",2.84006393098479,0.00188576940159328,2.56958165184338,0.904761904761905,5.5,39258194,39263352,"UP","LOC102724104"
"ENSG00000244071","ENSG00000244071",3.58880382602396,3.06366124622014e-05,2.56343130430283,0.714285714285714,7.75,51621136,51621701,"UP","RPL9P33"
"ENSG00000218713","ENSG00000218713",2.93603388720107,0.00194456037478005,2.51660047474377,0.857142857142857,6.25,53206598,53208697,"UP","ENSG00000218713"
"ENSG00000249988","ENSG00000249988",4.7356208260334,2.35260208765597e-09,2.48056328982702,0.523809523809524,12.75,14164455,14242813,"UP","ENSG00000249988"
"ENSG00000186334","ENSG00000186334",2.88451644630751,0.00188576940159328,2.47244266826358,0.857142857142857,5.75,151276358,151303766,"UP","SLC36A3"
"ENSG00000179571","ENSG00000179571",2.96339923746985,0.00123620596930081,2.39894223985655,0.80952380952381,5.5,143595216,143635641,"UP","NBPF17P"
"ENSG00000286780","ENSG00000286780",3.79247844188457,1.07335767416937e-05,2.34772474973806,0.619047619047619,8.25,106232131,106371082,"UP","ENSG00000286780"
"ENSG00000253140","ENSG00000253140",2.68842436365871,0.00816307041023044,2.30436374027889,0.857142857142857,5.25,48515852,48518157,"UP","LINC02947"
"ENSG00000181023","ENSG00000181023",3.02318143308805,0.00190984906239453,2.30337632997185,0.761904761904762,5.75,5736448,5738523,"UP","OR56B1"
"ENSG00000104938","ENSG00000104938",3.00730534869974,0.00182471415585924,2.291280265676,0.761904761904762,5.25,7763210,7769605,"UP","CLEC4M"
"ENSG00000270980","ENSG00000270980",2.62940556653102,0.00661116313435914,2.25377619988373,0.857142857142857,5.75,54191582,54192035,"UP","ENSG00000270980"
"ENSG00000261864","ENSG00000261864",2.76555346604719,0.00352986007930701,2.23878137727629,0.80952380952381,4.75,68077340,68122271,"UP","ENSG00000261864"
"ENSG00000204290","ENSG00000204290",2.90596915549059,0.00254561994722029,2.21407173751664,0.761904761904762,5.25,32393963,32407128,"UP","BTNL2"
"ENSG00000258628","ENSG00000258628",2.73386364562401,0.00487990899498925,2.2131277131242,0.80952380952381,5.25,20228620,20277503,"UP","ENSG00000258628"
"ENSG00000258425","ENSG00000258425",2.72441689399111,0.00496937688040918,2.20548034275471,0.80952380952381,5,74552181,74560048,"UP","ENSG00000258425"
"ENSG00000230023","ENSG00000230023",2.88109014223007,0.0025221491875602,2.19511629884196,0.761904761904762,5,24200240,24211693,"UP","LINC02800"
"ENSG00000280014","ENSG00000280014",3.5382579050609,7.78893447676346e-05,2.19035013170436,0.619047619047619,6.5,41551568,41552274,"UP","ENSG00000280014"
"ENSG00000268581","ENSG00000268581",3.06362428935095,0.000917005812878177,2.18830306382211,0.714285714285714,6.5,51119987,51122965,"UP","ENSG00000268581"
"ENSG00000231808","ENSG00000231808",3.23059829585969,0.000702411241739824,2.15373219723979,0.666666666666667,6,112713,113754,"UP","ENSG00000231808"
"ENSG00000249667","ENSG00000249667",2.804275105566,0.0035245713171096,2.13659055662171,0.761904761904762,4.5,38509767,38518056,"UP","LINC01259"
"ENSG00000236054","ENSG00000236054",3.85354941924401,9.88661187442536e-06,2.01852588627067,0.523809523809524,7.25,32583300,32584204,"UP","ENSG00000236054"
"ENSG00000230649","ENSG00000230649",2.6228147097708,0.00968872275397108,1.99833501696822,0.761904761904762,4.5,136025717,136084668,"UP","LOC105375523"
"ENSG00000287313","ENSG00000287313",2.7903805632888,0.00352986007930701,1.99312897377771,0.714285714285714,5,38408719,38412627,"UP","LOC105374468"
"ENSG00000277288","ENSG00000277288",2.91701880952046,0.00247344873454185,1.94467920634698,0.666666666666667,4.5,44292569,44294649,"UP","LINC02881"
"ENSG00000221826","ENSG00000221826",2.89480638468887,0.00350585472054973,1.92987092312591,0.666666666666667,6,42721638,42740481,"UP","PSG3"
"ENSG00000205015","ENSG00000205015",5.70337313827337,2.22889495743064e-13,1.90112437942446,0.333333333333333,18,89166383,89169147,"UP","LINC02138"
"ENSG00000254406","ENSG00000254406",2.80444466309322,0.00684020398994163,1.86962977539548,0.666666666666667,5,119821304,119822129,"UP","ENSG00000254406"
"ENSG00000206177","ENSG00000206177",3.56311402440083,0.000166400211133159,1.86639306040043,0.523809523809524,7.25,153892,166764,"UP","HBM"
"ENSG00000237636","ENSG00000237636",2.99831281132349,0.0025221491875602,1.85609840700978,0.619047619047619,5,19262797,19344973,"UP","ANKRD26P3"
"ENSG00000225107","ENSG00000225107",2.99152697230067,0.00247344873454185,1.85189764951946,0.619047619047619,5.5,145569294,145588024,"UP","ENSG00000225107"
"ENSG00000284703","ENSG00000284703",4.84407577886473,5.07432131609943e-09,1.84536220147228,0.380952380952381,11,4012921,4019508,"UP","ENSG00000284703"
"ENSG00000253745","ENSG00000253745",3.85716032977443,1.48348840170101e-05,1.8367430141783,0.476190476190476,6.5,46922561,46928832,"UP","ENSG00000253745"
"ENSG00000287989","ENSG00000287989",4.73941106757727,9.34832204690091e-09,1.80548993050563,0.380952380952381,10,198450666,198519877,"UP","ENSG00000287989"
"ENSG00000234795","ENSG00000234795",3.14605898729183,0.000772987916780697,1.79774799273819,0.571428571428571,5.25,7694707,7810305,"UP","RFTN1P1"
"ENSG00000223542","ENSG00000223542",2.8789116386126,0.00506399618416026,1.78218339533161,0.619047619047619,4.25,133435077,133439464,"UP","ENSG00000223542"
"ENSG00000229859","ENSG00000229859",2.86062668060671,0.00487990899498925,1.77086413561368,0.619047619047619,6.5,61203307,61213098,"UP","PGA3"
"ENSG00000243469","ENSG00000243469",3.09435561054731,0.00105289829178987,1.76820320602703,0.571428571428571,4.5,51648862,51649610,"UP","RPL7P51"
"ENSG00000146839","ENSG00000146839",3.07801601926675,0.00170426613991152,1.75886629672386,0.571428571428571,4.75,100733595,100797797,"UP","ZAN"
"ENSG00000253752","ENSG00000253752",3.33168630026772,0.000377481486291194,1.74516901442595,0.523809523809524,4.5,22079770,22080263,"UP","IGLVI-63"
"ENSG00000266946","ENSG00000266946",2.81647877837145,0.00517693876777234,1.74353448184899,0.619047619047619,4.25,58690356,58692153,"UP","ENSG00000266946"
"ENSG00000140506","ENSG00000140506",7.20025809879791,1.30114959053246e-21,1.71434716638045,0.238095238095238,39,74812716,74825757,"UP","LMAN1L"
"ENSG00000285454","ENSG00000285454",3.55569535173661,0.000133688249798263,1.69318826273172,0.476190476190476,5.25,42151028,42268110,"UP","ENSG00000285454"
"ENSG00000226212","ENSG00000226212",3.17240421193022,0.000983279906131921,1.6617355395825,0.523809523809524,4.75,38340700,38340998,"UP","ENSG00000226212"
"ENSG00000218819","ENSG00000218819",4.33532139048524,3.23881798097111e-07,1.65155100589914,0.380952380952381,7.25,21123968,21144368,"UP","TDRD15"
"ENSG00000256609","ENSG00000256609",4.31381241505304,7.79472873502991e-07,1.6433571104964,0.380952380952381,7.75,119182048,119183259,"UP","ENSG00000256609"
"ENSG00000269072","ENSG00000269072",3.11171762150843,0.00158027141369004,1.62994732555203,0.523809523809524,4.75,51152923,51181966,"UP","LOC101928517"
"ENSG00000241721","ENSG00000241721",3.0122470951775,0.00151695442485109,1.57784371652155,0.523809523809524,4.75,53875252,53875557,"UP","ENSG00000241721"
"ENSG00000124467","ENSG00000124467",4.13839076565688,1.73520116946669e-06,1.57652981548833,0.380952380952381,9.25,42752686,42855691,"UP","PSG8"
"ENSG00000283518","ENSG00000283518",3.62162696966519,0.000133688249798263,1.55212584414222,0.428571428571429,5.25,214051194,214187773,"UP","ENSG00000283518"
"ENSG00000223881","ENSG00000223881",4.59689190731519,5.32520944416267e-08,1.5322973024384,0.333333333333333,8.25,198597724,198598868,"UP","LOC124904478"
"ENSG00000225366","ENSG00000225366",3.85396464656364,1.92070032063428e-05,1.46817700821472,0.380952380952381,5.25,110520312,110523021,"UP","CRIPTO3"
"ENSG00000240241","ENSG00000240241",5.0636249612784,9.11597461837426e-10,1.44674998893669,0.285714285714286,13.75,78266940,78294731,"UP","ENSG00000240241"
"ENSG00000228334","ENSG00000228334",3.33867912789794,0.000519594335683877,1.43086248338483,0.428571428571429,4,3083252,3118049,"UP","LOC105375130"
"ENSG00000232672","ENSG00000232672",2.89464935517808,0.00538258737393253,1.3784044548467,0.476190476190476,4.25,77773865,77774864,"UP","ACTG1P21"
"ENSG00000229559","ENSG00000229559",3.18415606462458,0.00142024223695708,1.36463831341053,0.428571428571429,3.75,37543553,37547280,"UP","ENSG00000229559"
"ENSG00000287420","ENSG00000287420",4.07154619662914,1.19541967562039e-05,1.35718206554305,0.333333333333333,6,30529517,30554625,"UP","LOC105376478"
"ENSG00000225539","ENSG00000225539",3.13084790464003,0.00142024223695708,1.34179195913144,0.428571428571429,4.75,194344190,194576578,"UP","LINC01821"
"ENSG00000105392","ENSG00000105392",3.46227326956291,0.000377481486291194,1.31896124554777,0.380952380952381,4.5,47819779,47843330,"UP","CRX"
"ENSG00000240534","ENSG00000240534",3.44830861043416,0.000519594335683877,1.31364137540349,0.380952380952381,4,52313154,52313500,"UP","RPL34P17"
"ENSG00000243066","ENSG00000243066",4.57436787454472,1.25009554533355e-07,1.30696224986992,0.285714285714286,7.25,14588357,14588656,"UP","RN7SL842P"
"ENSG00000280360","ENSG00000280360",3.04349160901236,0.00352513759542209,1.30435354671958,0.428571428571429,3.5,687799,688348,"UP","ENSG00000280360"
"ENSG00000231062","ENSG00000231062",3.04240269994786,0.00352513759542209,1.30388687140623,0.428571428571429,3.5,95051395,95053176,"UP","ENSG00000231062"
"ENSG00000234211","ENSG00000234211",4.54256637483894,2.78693451224806e-07,1.29787610709684,0.285714285714286,7,161671978,161674824,"UP","ENSG00000234211"
"ENSG00000270174","ENSG00000270174",2.98505401402875,0.00546031476786374,1.27930886315518,0.428571428571429,3.5,5664985,5695272,"UP","LOC101927950"
"ENSG00000279554","ENSG00000279554",3.34454665738349,0.000732415224255909,1.27411301233657,0.380952380952381,3.75,24208105,24208478,"UP","ENSG00000279554"
"ENSG00000285866","ENSG00000285866",2.90584554429465,0.00555506197887641,1.24536237612628,0.428571428571429,3,94583506,94589259,"UP","LINC02852"
"ENSG00000267291","ENSG00000267291",3.14324873847095,0.00348760422086567,1.19742809084608,0.380952380952381,3.5,38596346,38601694,"UP","MAP4K1-AS1"
"ENSG00000241356","ENSG00000241356",4.1802113445185,8.34973119568647e-06,1.19434609843386,0.285714285714286,5.75,56819573,56820516,"UP","OR5G3"
"ENSG00000257674","ENSG00000257674",3.07822165734124,0.00553428418776813,1.17265586946333,0.380952380952381,3.25,42286911,42288560,"UP","ENSG00000257674"
"ENSG00000172967","ENSG00000172967",2.70028914214666,0.00928417406468003,1.15726677520571,0.428571428571429,3.25,16783412,16821699,"UP","XKR3"
"ENSG00000253823","ENSG00000253823",3.94971009576109,3.25849306562678e-05,1.12848859878888,0.285714285714286,4.75,22086561,22087110,"UP","ENSG00000253823"
"ENSG00000183822","ENSG00000183822",3.79020129363345,6.17853830266e-05,1.08291465532384,0.285714285714286,4.25,36847372,36870441,"UP","NCF4-AS1"
"ENSG00000230969","ENSG00000230969",4.51012977889361,1.42424489024639e-06,1.0738404235461,0.238095238095238,6.25,16988329,16990177,"UP","LINC02090"
"ENSG00000254325","ENSG00000254325",3.16333190506562,0.00340992172887786,1.05444396835521,0.333333333333333,3.25,55893595,55895739,"UP","ENSG00000254325"
"ENSG00000280236","ENSG00000280236",3.14585336875419,0.00181876965360276,1.04861778958473,0.333333333333333,3.5,29395631,29398008,"UP","OR12D2"
"ENSG00000227217","ENSG00000227217",5.44450013996559,3.94073783643627e-10,1.03704764570773,0.19047619047619,10.5,157691762,157696459,"UP","ENSG00000227217"
"ENSG00000287554","ENSG00000287554",3.07699722654869,0.00555506197887641,1.0256657421829,0.333333333333333,3,121304657,121309842,"UP","ENSG00000287554"
"ENSG00000249633","ENSG00000249633",3.04227527884679,0.00555506197887641,1.0140917596156,0.333333333333333,3,5527277,5528174,"UP","OR52V1P"
"ENSG00000234567","ENSG00000234567",3.040407859614,0.00555506197887641,1.013469286538,0.333333333333333,3,133452857,133456605,"UP","ENSG00000234567"
"ENSG00000253126","ENSG00000253126",2.94256755473903,0.00928417406468003,0.980855851579676,0.333333333333333,2.75,22198560,22199011,"UP","ENSG00000253126"
"ENSG00000228476","ENSG00000228476",2.89147146045525,0.00955906425932964,0.963823820151749,0.333333333333333,2.75,23918538,23928954,"UP","CSTP1"
"ENSG00000254799","ENSG00000254799",2.88367486707854,0.00955906425932964,0.961224955692848,0.333333333333333,2.5,59263389,59263802,"UP","ENSG00000254799"
"ENSG00000203663","ENSG00000203663",2.86893368575409,0.00955906425932964,0.956311228584697,0.333333333333333,2.5,248030070,248042305,"UP","OR2L2"
"ENSG00000260896","ENSG00000260896",3.24971401749093,0.00329580958026071,0.928489719283123,0.285714285714286,3,80826074,80892682,"UP","ARLNC1"
"ENSG00000284957","ENSG00000284957",6.44653964160962,1.73802657256869e-15,0.92093423451566,0.142857142857143,17.5,11479203,11481068,"UP","ENSG00000284957"
"ENSG00000250507","ENSG00000250507",6.40823802783188,1.50472806633305e-15,0.915462575404555,0.142857142857143,16.25,54328272,54331434,"UP","ENSG00000250507"
"ENSG00000256987","ENSG00000256987",3.09557177438467,0.00955906425932964,0.884449078395621,0.285714285714286,2.75,31953889,31955268,"UP","ENSG00000256987"
"ENSG00000279774","ENSG00000279774",3.70824006307035,0.0004458492959745,0.882914300731035,0.238095238095238,3.75,244064330,244067909,"UP","ENSG00000279774"
"ENSG00000250374","ENSG00000250374",3.65994264744601,0.000732415224255909,0.871414916058575,0.238095238095238,3.75,165053864,165060554,"UP","TRIM75"
"ENSG00000229255","ENSG00000229255",3.62914027478277,0.000626453601999934,0.864081017805422,0.238095238095238,3.5,248484245,248485484,"UP","ENSG00000229255"
"ENSG00000178690","ENSG00000178690",3.5513619793246,0.00105346573823926,0.845562376029666,0.238095238095238,3.25,54587757,54599493,"UP","DYNAP"
"ENSG00000199683","ENSG00000199683",3.54522280212633,0.000513512139763998,0.844100667172935,0.238095238095238,3.25,37975156,37975481,"UP","RN7SKP185"
"ENSG00000272676","ENSG00000272676",3.45280925854231,0.00181876965360276,0.822097442510073,0.238095238095238,3.25,57045091,57045390,"UP","OR5AO1P"
"ENSG00000245928","ENSG00000245928",3.44603839198462,0.000904814618820193,0.82048533142491,0.238095238095238,3,75980790,76005942,"UP","SDAD1-AS1"
"ENSG00000148377","ENSG00000148377",3.427943338262,0.00181876965360276,0.816176985300475,0.238095238095238,3.25,1018910,1025859,"UP","IDI2"
"ENSG00000278588","ENSG00000278588",3.34019087321208,0.0031349765124938,0.79528354124097,0.238095238095238,3,26272931,26273412,"UP","H2BC10"
"ENSG00000268916","ENSG00000268916",3.31980742222446,0.0031349765124938,0.790430338624871,0.238095238095238,2.75,152753921,152760222,"UP","CSAG3"
"ENSG00000248498","ENSG00000248498",3.27936016645586,0.0031349765124938,0.780800039632348,0.238095238095238,3.25,46579213,46638886,"UP","ENSG00000248498"
"ENSG00000264663","ENSG00000264663",3.24457342031011,0.00547956307129663,0.772517481026217,0.238095238095238,2.75,39835037,39836080,"UP","ENSG00000264663"
"ENSG00000237579","ENSG00000237579",3.96407605630294,0.000103430265719389,0.755062105962465,0.19047619047619,3.75,101176306,101194147,"UP","LINC01514"
"ENSG00000226482","ENSG00000226482",3.13853745737956,0.00529478298730547,0.74727082318561,0.238095238095238,2.75,186851886,186856123,"UP","ADIPOQ-AS1"
"ENSG00000273111","ENSG00000273111",3.86369299163583,0.00028959602898608,0.735941522216349,0.19047619047619,3.5,41837074,41844697,"UP","LYPD4"
"ENSG00000269681","ENSG00000269681",3.79975927125463,0.00028959602898608,0.723763670715167,0.19047619047619,3.5,51155288,51155624,"UP","ENSG00000269681"
"ENSG00000142025","ENSG00000142025",3.75648785310627,0.000513512139763998,0.715521495829766,0.19047619047619,3.25,41844743,41852333,"UP","DMRTC2"
"ENSG00000182531","ENSG00000182531",3.52735209756501,0.00161217562955396,0.671876590012383,0.19047619047619,3,15007861,15008884,"UP","ENSG00000182531"
"ENSG00000181803","ENSG00000181803",4.61237421595168,2.90305267454269e-06,0.658910602278811,0.142857142857143,5,20640696,20641691,"UP","OR6S1"
"ENSG00000200488","ENSG00000200488",4.25034918797385,2.3805634998831e-05,0.607192741139121,0.142857142857143,3.75,76445079,76445410,"UP","ENSG00000200488"
"ENSG00000269446","ENSG00000269446",3.63943867608045,0.00136271993872442,0.519919810868636,0.142857142857143,3.25,157109980,157111072,"UP","ENSG00000269446"
"ENSG00000267489","ENSG00000267489",5.07782125414037,1.69897130157215e-07,0.483602024203844,0.0952380952380952,5.5,31797666,32072113,"UP","LINC01837"
"ENSG00000287123","ENSG00000287123",4.65831464714702,4.19224001266988e-06,0.443649014014002,0.0952380952380952,4.25,64836985,64848264,"UP","ENSG00000287123"
"ENSG00000181273","ENSG00000181273",7.10362231844641,4.8753587266421e-17,0.338267729449829,0.0476190476190476,17.25,56988872,56989867,"UP","OR5AK2"
"ENSG00000181282","ENSG00000181282",6.27972861515275,1.64380244344596e-12,0.299034695959655,0.0476190476190476,10.25,56971050,56971979,"UP","OR5AK3P"
"ENSG00000255083","ENSG00000255083",4.85206196334151,5.98535510910945e-06,0.231050569682929,0.0476190476190476,3.75,57018100,57019021,"UP","OR5AK1P"
"ENSG00000250456","ENSG00000250456",7.95049073861533,3.88225153666265e-21,0,0,23,54603211,54607131,"UP","LINC02260"
"ENSG00000226020","ENSG00000226020",5.3987682128021,2.2289425121624e-07,0,0,4,63774870,63775241,"UP","ENSG00000226020"
"ENSG00000258175","ENSG00000258175",-5.6068933965702,0.0098091723014209,-29.6364365247282,5.28571428571429,0,28592223,28613623,"DOWN","ENSG00000258175"
"ENSG00000232715","ENSG00000232715",-5.63968925738004,0.00955906425932964,-32.4953523877612,5.76190476190476,0,158590629,158591120,"DOWN","ENSG00000232715"
"ENSG00000242136","ENSG00000242136",-5.64853084939531,0.00911413710906641,-33.0842521178868,5.85714285714286,0,9103440,9105114,"DOWN","ENSG00000242136"
"ENSG00000261559","ENSG00000261559",-5.70041785362283,0.00822905025892255,-33.3881617140765,5.85714285714286,0,34494420,34495900,"DOWN","ENSG00000261559"
"ENSG00000248709","ENSG00000248709",-5.78400702045637,0.00674661223192182,-34.1531843112662,5.90476190476191,0,115738978,115756543,"DOWN","LOC124901048"
"ENSG00000222764","ENSG00000222764",-5.85450561734995,0.00571462474447172,-35.1270337040997,6,0,141486141,141486412,"DOWN","RN7SKP106"
"ENSG00000167104","ENSG00000167104",-5.787962624876,0.00674661223192182,-35.2790102849585,6.09523809523809,0,33031648,33044047,"DOWN","BPIFB6"
"ENSG00000250358","ENSG00000250358",-5.77799209351998,0.00689361007233775,-35.7685224836951,6.19047619047619,0,112628436,112642483,"DOWN","LINC02200"
"ENSG00000224204","ENSG00000224204",-5.68280275771882,0.00865045823912162,-38.9677903386434,6.85714285714286,0,22162733,22172983,"DOWN","PHEX-AS1"
"ENSG00000163202","ENSG00000163202",-5.85880738111311,0.00571462474447172,-39.8956883571036,6.80952380952381,0,152579381,152580516,"DOWN","LCE3D"
"ENSG00000269694","ENSG00000269694",-4.54821765993814,0.00872116025448736,-40.2842135594521,8.85714285714286,0.25,18881680,18883376,"DOWN","ENSG00000269694"
"ENSG00000248918","ENSG00000248918",-5.76547187757854,0.00724116836078993,-40.3583031430498,7,0,50969660,50970187,"DOWN","ENSG00000248918"
"ENSG00000115844","ENSG00000115844",-4.67644955406154,0.00840853125100748,-40.5292294685334,8.66666666666667,0.25,172099438,172102900,"DOWN","DLX2"
"ENSG00000250587","ENSG00000250587",-5.93151853067633,0.00480820899094376,-41.8030829780998,7.04761904761905,0,30248350,30248893,"DOWN","ENSG00000250587"
"ENSG00000235118","ENSG00000235118",-5.93515529134572,0.00480820899094376,-42.9592192516452,7.23809523809524,0,206642412,206649011,"DOWN","FAM237A"
"ENSG00000250820","ENSG00000250820",-5.95731003449163,0.00449760339627152,-43.1195773925109,7.23809523809524,0,175906939,175958538,"DOWN","ENSG00000250820"
"ENSG00000254573","ENSG00000254573",-5.92187131982605,0.00491096014727724,-44.5550318348817,7.52380952380952,0,134563396,134573056,"DOWN","ENSG00000254573"
"ENSG00000255041","ENSG00000255041",-4.50153258240256,0.00985030970589477,-45.658401907226,10.1428571428571,0.25,45387215,45513802,"DOWN","ENSG00000255041"
"ENSG00000246350","ENSG00000246350",-5.93291829267295,0.00480820899094376,-45.7682268291914,7.71428571428571,0,28587378,28591747,"DOWN","ZBED9-AS1"
"ENSG00000149021","ENSG00000149021",-6.04025441848621,0.00371879965192575,-46.0209860456092,7.61904761904762,0,62405103,62423195,"DOWN","SCGB1A1"
"ENSG00000277268","ENSG00000277268",-4.7708212963045,0.00595450786223878,-46.3451211641008,9.71428571428571,0.25,36861674,36936670,"DOWN","LHX1-DT"
"ENSG00000274238","ENSG00000274238",-6.11174106035991,0.0031979771627918,-46.5656461741707,7.61904761904762,0,89743792,89744305,"DOWN","ENSG00000274238"
"ENSG00000172689","ENSG00000172689",-5.73922551716163,0.00762951395716413,-47.2802864032839,8.23809523809524,0,60785333,60801305,"DOWN","MS4A10"
"ENSG00000261583","ENSG00000261583",-4.59166076875938,0.00920055463109131,-47.4471612771803,10.3333333333333,0.25,23711990,23712793,"DOWN","ENSG00000261583"
"ENSG00000259457","ENSG00000259457",-5.92478334775283,0.00500226019980821,-49.3731945646069,8.33333333333333,0,69564724,69565790,"DOWN","ENSG00000259457"
"ENSG00000241224","ENSG00000241224",-5.73247385927095,0.00803434388534266,-49.408465168002,8.61904761904762,0,109118252,109151401,"DOWN","C3orf85"
"ENSG00000253959","ENSG00000253959",-6.10480982809165,0.00326394920752715,-49.4198890845515,8.09523809523809,0,173642519,173658194,"DOWN","LINC01863"
"ENSG00000229544","ENSG00000229544",-4.71661372449891,0.0058851622708001,-50.3105463946551,10.6666666666667,0.25,124445243,124450035,"DOWN","NKX1-2"
